profile_identifier,latitude,longitude,country_code,bulk_density,ca_co3,coarse_fragments,ecec,conductivity,organic_carbon,ph,clay,silt,sand,water_retention
3672sisinta,-33.123056,-65.2325,ARG,,,,,,6.7,7.97,10.0,35.0,55.0,
3672sisinta,-33.123056,-65.2325,ARG,,,,,,4.4,8.04,11.0,31.0,58.0,
3673sisinta,-33.572222,-66.8875,ARG,,,,,,5.3,8.22,12.0,21.0,67.0,
3673sisinta,-33.572222,-66.8875,ARG,,,,,,4.4,8.12,12.0,29.0,59.0,
3673sisinta,-33.572222,-66.8875,ARG,,,,,,1.3,7.86,12.0,22.0,66.0,
3674sisinta,-33.268056,-66.006667,ARG,,,,,,4.9,8.4,6.0,25.0,70.0,
3674sisinta,-33.268056,-66.006667,ARG,,,,,,4.3,8.45,7.0,27.0,66.0,
3674sisinta,-33.268056,-66.006667,ARG,,,,,,4.8,8.62,8.0,24.0,68.0,
3675sisinta,-33.010833,-65.5775,ARG,,,,,,19.9,6.99,19.0,53.0,27.0,
3675sisinta,-33.010833,-65.5775,ARG,,,,,,12.3,7.35,20.0,53.0,26.0,
3675sisinta,-33.010833,-65.5775,ARG,,,,,,7.4,8.07,16.0,51.0,33.0,
3675sisinta,-33.010833,-65.5775,ARG,,,,,,4.8,8.15,14.0,51.0,35.0,
3676sisinta,-31.924167,-66.970833,ARG,,,,,,1.8,8.3,11.0,17.0,73.0,
3676sisinta,-31.924167,-66.970833,ARG,,,,,,1.6,8.6,4.0,14.0,82.0,
3676sisinta,-31.924167,-66.970833,ARG,,,,,,1.0,8.2,2.0,15.0,83.0,
3677sisinta,-33.244444,-66.9275,ARG,,,,,,3.6,8.2,8.0,21.0,71.0,
3677sisinta,-33.244444,-66.9275,ARG,,,,,,2.9,8.35,10.0,20.0,70.0,
3677sisinta,-33.244444,-66.9275,ARG,,,,,,2.2,8.74,11.0,23.0,66.0,
3678sisinta,-32.317222,-65.175,ARG,,,,,,9.6,7.1,18.0,31.0,51.0,
3678sisinta,-32.317222,-65.175,ARG,,,,,,6.4,8.3,21.0,32.0,48.0,
3678sisinta,-32.317222,-65.175,ARG,,,,,,3.0,8.4,21.0,31.0,48.0,
3679sisinta,-33.033056,-65.259167,ARG,,,,,,8.4,7.93,4.0,30.0,66.0,
3679sisinta,-33.033056,-65.259167,ARG,,,,,,6.3,8.03,12.0,33.0,55.0,
3679sisinta,-33.033056,-65.259167,ARG,,,,,,4.8,8.08,11.0,30.0,59.0,
367sisinta,-33.598107,-60.224549,ARG,,,,,,7.0,6.9,13.0,80.0,7.0,
367sisinta,-33.598107,-60.224549,ARG,,,,,,15.9,5.7,21.0,71.0,8.0,
367sisinta,-33.598107,-60.224549,ARG,,,,,,4.5,8.7,38.0,56.0,6.0,
367sisinta,-33.598107,-60.224549,ARG,,,,,,2.8,9.0,41.0,54.0,6.0,
367sisinta,-33.598107,-60.224549,ARG,,,,,,2.2,8.7,,,,
3680sisinta,-32.439444,-65.665,ARG,,,,,,27.7,7.9,21.0,58.0,22.0,
3680sisinta,-32.439444,-65.665,ARG,,,,,,9.6,7.7,22.0,49.0,29.0,
3680sisinta,-32.439444,-65.665,ARG,,,,,,6.4,7.2,22.0,59.0,20.0,
3680sisinta,-32.439444,-65.665,ARG,,,,,,3.2,7.2,21.0,54.0,25.0,
3681sisinta,-32.334444,-67.266389,ARG,,,,,,5.6,8.2,11.0,47.0,43.0,
3681sisinta,-32.334444,-67.266389,ARG,,,,,,3.6,9.0,12.0,48.0,39.0,
3681sisinta,-32.334444,-67.266389,ARG,,,,,,1.7,8.3,13.0,49.0,39.0,
3681sisinta,-32.334444,-67.266389,ARG,,,,,,1.4,8.8,13.0,65.0,22.0,
3681sisinta,-32.334444,-67.266389,ARG,,,,,,0.4,8.5,13.0,62.0,25.0,
3681sisinta,-32.334444,-67.266389,ARG,,,,,,,8.7,13.0,41.0,46.0,
3682sisinta,-35.303056,-66.454722,ARG,,,,,,4.5,7.0,4.0,13.0,83.0,
3682sisinta,-35.303056,-66.454722,ARG,,,,,,1.6,8.0,7.0,10.0,83.0,
3682sisinta,-35.303056,-66.454722,ARG,,,,,,1.4,8.8,5.0,11.0,84.0,
3683sisinta,-32.736389,-65.452778,ARG,,,,,,16.4,7.49,12.0,50.0,39.0,
3683sisinta,-32.736389,-65.452778,ARG,,,,,,13.9,7.99,13.0,53.0,35.0,
3683sisinta,-32.736389,-65.452778,ARG,,,,,,5.8,8.35,14.0,48.0,38.0,
3684sisinta,-32.679444,-65.109722,ARG,,,,,,11.7,7.8,16.0,48.0,36.0,
3684sisinta,-32.679444,-65.109722,ARG,,,,,,8.7,8.4,15.0,58.0,27.0,
3684sisinta,-32.679444,-65.109722,ARG,,,,,,4.0,8.7,18.0,49.0,34.0,
3685sisinta,-34.693056,-65.275833,ARG,,,,,,4.7,6.7,4.0,13.0,84.0,
3685sisinta,-34.693056,-65.275833,ARG,,,,,,2.6,6.9,4.0,11.0,85.0,
3685sisinta,-34.693056,-65.275833,ARG,,,,,,1.3,7.7,4.0,9.0,88.0,
3685sisinta,-34.693056,-65.275833,ARG,,,,,,1.3,9.2,3.0,8.0,89.0,
3686sisinta,-35.323333,-65.710556,ARG,,,,,,1.3,8.7,6.0,64.0,30.0,
3686sisinta,-35.323333,-65.710556,ARG,,,,,,0.9,8.52,10.0,58.0,32.0,
3686sisinta,-35.323333,-65.710556,ARG,,,,,,0.4,8.73,4.0,19.0,77.0,
3686sisinta,-35.323333,-65.710556,ARG,,,,,,0.2,8.92,6.0,25.0,69.0,
3686sisinta,-35.323333,-65.710556,ARG,,,,,,1.7,9.03,3.0,20.0,77.0,
3686sisinta,-35.323333,-65.710556,ARG,,,,,,0.2,9.03,5.0,20.0,75.0,
3687sisinta,-35.661389,-65.705833,ARG,,,,,,21.2,7.57,19.0,61.0,20.0,
3687sisinta,-35.661389,-65.705833,ARG,,,,,,14.9,7.26,22.0,55.0,23.0,
3687sisinta,-35.661389,-65.705833,ARG,,,,,,3.8,7.2,21.0,62.0,17.0,
3687sisinta,-35.661389,-65.705833,ARG,,,,,,3.8,7.05,15.0,60.0,25.0,
3688sisinta,-33.860278,-66.655,ARG,,,,,,41.1,7.73,,,,
3688sisinta,-33.860278,-66.655,ARG,,,,,,23.1,7.8,,,,
3688sisinta,-33.860278,-66.655,ARG,,,,,,15.6,7.9,,,,
3689sisinta,-33.593056,-65.260278,ARG,,,,,,6.9,8.88,8.0,28.0,64.0,
3689sisinta,-33.593056,-65.260278,ARG,,,,,,3.7,8.82,7.0,23.0,70.0,
3689sisinta,-33.593056,-65.260278,ARG,,,,,,2.9,8.9,6.0,24.0,70.0,
368sisinta,-33.60423,-60.102352,ARG,,,,,,16.4,5.5,20.0,73.0,7.0,
368sisinta,-33.60423,-60.102352,ARG,,,,,,15.7,5.6,23.0,71.0,6.0,
368sisinta,-33.60423,-60.102352,ARG,,,,,,9.5,5.8,28.0,65.0,7.0,
368sisinta,-33.60423,-60.102352,ARG,,,,,,6.8,6.0,46.0,48.0,6.0,
368sisinta,-33.60423,-60.102352,ARG,,,,,,3.6,6.2,37.0,55.0,8.0,
368sisinta,-33.60423,-60.102352,ARG,,,,,,2.1,6.3,27.0,65.0,8.0,
368sisinta,-33.60423,-60.102352,ARG,,,,,,1.8,7.9,25.0,69.0,6.0,
3690sisinta,-32.175833,-65.233333,ARG,,,,,,20.2,7.8,24.0,73.0,3.0,
3690sisinta,-32.175833,-65.233333,ARG,,,,,,18.1,8.0,26.0,71.0,3.0,
3690sisinta,-32.175833,-65.233333,ARG,,,,,,16.0,8.2,22.0,74.0,4.0,
3690sisinta,-32.175833,-65.233333,ARG,,,,,,14.9,8.2,26.0,64.0,10.0,
3692sisinta,-33.907222,-65.164722,ARG,,,,,,14.2,7.2,17.0,43.0,40.0,
3692sisinta,-33.907222,-65.164722,ARG,,,,,,7.5,8.1,20.0,39.0,41.0,
3692sisinta,-33.907222,-65.164722,ARG,,,,,,4.7,9.1,24.0,51.0,26.0,
369sisinta,-33.642654,-60.421302,ARG,,,,,,17.0,6.0,22.0,58.0,20.0,
369sisinta,-33.642654,-60.421302,ARG,,,,,,15.5,6.0,25.0,56.0,19.0,
369sisinta,-33.642654,-60.421302,ARG,,,,,,6.4,6.0,45.0,45.0,11.0,
369sisinta,-33.642654,-60.421302,ARG,,,,,,4.3,6.2,36.0,48.0,15.0,
369sisinta,-33.642654,-60.421302,ARG,,,,,,2.2,6.5,28.0,51.0,20.0,
369sisinta,-33.642654,-60.421302,ARG,,,,,,1.6,6.5,27.0,53.0,19.0,
369sisinta,-33.642654,-60.421302,ARG,,,,,,1.4,7.9,17.0,63.0,20.0,
3706sisinta,-25.2608,-64.02,ARG,,,,,,16.5,,26.0,61.0,13.0,
3706sisinta,-25.2608,-64.02,ARG,,,,,,5.4,,30.0,57.0,12.0,
3706sisinta,-25.2608,-64.02,ARG,,,,,,4.5,,36.0,58.0,6.0,
3707sisinta,-31.1524,-68.6174,ARG,,,,,,3.0,8.2,11.0,24.0,65.0,
3707sisinta,-31.1524,-68.6174,ARG,,,,,,0.5,8.4,3.0,3.0,94.0,
3707sisinta,-31.1524,-68.6174,ARG,,,,,,0.9,7.8,7.0,34.0,59.0,
3707sisinta,-31.1524,-68.6174,ARG,,,,,,0.4,7.9,3.0,3.0,93.0,
3708sisinta,-30.3241,-69.2475,ARG,,,,,,1.2,8.5,7.0,11.0,83.0,
3709sisinta,-30.6834,-68.3483,ARG,,,,,,5.4,8.6,15.0,70.0,15.0,
3709sisinta,-30.6834,-68.3483,ARG,,,,,,2.9,8.5,23.0,67.0,11.0,
370sisinta,-33.507326,-60.345842,ARG,,,,,,19.5,6.0,23.0,66.0,11.0,
370sisinta,-33.507326,-60.345842,ARG,,,,,,15.2,6.2,26.0,64.0,11.0,
370sisinta,-33.507326,-60.345842,ARG,,,,,,8.1,6.7,43.0,46.0,11.0,
370sisinta,-33.507326,-60.345842,ARG,,,,,,5.3,7.1,31.0,53.0,16.0,
370sisinta,-33.507326,-60.345842,ARG,,,,,,2.1,7.0,37.0,51.0,13.0,
370sisinta,-33.507326,-60.345842,ARG,,,,,,1.1,7.0,29.0,64.0,7.0,
370sisinta,-33.507326,-60.345842,ARG,,,,,,0.6,8.0,24.0,72.0,4.0,
3710sisinta,-31.4538,-67.2368,ARG,,,,,,1.3,8.6,4.0,2.0,94.0,
3710sisinta,-31.4538,-67.2368,ARG,,,,,,0.9,8.9,7.0,3.0,90.0,
3710sisinta,-31.4538,-67.2368,ARG,,,,,,0.5,9.8,11.0,6.0,82.0,
3710sisinta,-31.4538,-67.2368,ARG,,,,,,0.6,9.5,14.0,6.0,80.0,
3711sisinta,-31.6259,-67.5339,ARG,,,,,,0.6,8.6,8.0,64.0,28.0,
3711sisinta,-31.6259,-67.5339,ARG,,,,,,0.4,8.5,9.0,45.0,47.0,
3711sisinta,-31.6259,-67.5339,ARG,,,,,,1.2,8.2,23.0,73.0,4.0,
3711sisinta,-31.6259,-67.5339,ARG,,,,,,0.5,8.4,7.0,16.0,77.0,
3712sisinta,-31.5661,-67.4305,ARG,,,,,,2.3,9.8,17.0,49.0,34.0,
3712sisinta,-31.5661,-67.4305,ARG,,,,,,8.1,8.3,39.0,50.0,12.0,
3712sisinta,-31.5661,-67.4305,ARG,,,,,,2.0,8.0,28.0,70.0,2.0,
3712sisinta,-31.5661,-67.4305,ARG,,,,,,3.4,8.0,30.0,68.0,2.0,
3713sisinta,-32.1932,-67.7753,ARG,,,,,,3.6,9.1,15.0,42.0,42.0,
3713sisinta,-32.1932,-67.7753,ARG,,,,,,1.5,9.0,7.0,33.0,60.0,
3713sisinta,-32.1932,-67.7753,ARG,,,,,,0.9,9.0,7.0,24.0,70.0,
3713sisinta,-32.1932,-67.7753,ARG,,,,,,0.5,9.0,7.0,27.0,66.0,
3713sisinta,-32.1932,-67.7753,ARG,,,,,,1.2,9.2,18.0,66.0,16.0,
3714sisinta,-31.928,-68.1368,ARG,,,,,,1.3,9.0,19.0,25.0,56.0,
3714sisinta,-31.928,-68.1368,ARG,,,,,,2.3,8.5,34.0,29.0,37.0,
3714sisinta,-31.928,-68.1368,ARG,,,,,,,8.7,7.0,4.0,89.0,
3714sisinta,-31.928,-68.1368,ARG,,,,,,,9.0,7.0,7.0,86.0,
3715sisinta,-31.9424,-68.6077,ARG,,,,,,0.2,8.4,5.0,1.0,95.0,
3715sisinta,-31.9424,-68.6077,ARG,,,,,,3.7,8.6,20.0,60.0,20.0,
3715sisinta,-31.9424,-68.6077,ARG,,,,,,0.4,8.7,7.0,12.0,81.0,
3716sisinta,-30.6997,-68.3309,ARG,,,,,,2.2,8.9,11.0,68.0,20.0,
3716sisinta,-30.6997,-68.3309,ARG,,,,,,1.7,9.0,17.0,72.0,11.0,
3716sisinta,-30.6997,-68.3309,ARG,,,,,,2.6,8.7,31.0,63.0,6.0,
3716sisinta,-30.6997,-68.3309,ARG,,,,,,2.3,8.7,19.0,51.0,30.0,
3717sisinta,-31.3829,-67.2739,ARG,,,,,,1.5,8.7,7.0,17.0,77.0,
3717sisinta,-31.3829,-67.2739,ARG,,,,,,1.0,8.5,6.0,6.0,88.0,
3717sisinta,-31.3829,-67.2739,ARG,,,,,,1.9,7.9,12.0,12.0,76.0,
3718sisinta,-30.7409,-67.2974,ARG,,,,,,1.9,8.3,7.0,22.0,71.0,
3718sisinta,-30.7409,-67.2974,ARG,,,,,,4.3,7.7,11.0,38.0,51.0,
3718sisinta,-30.7409,-67.2974,ARG,,,,,,2.2,7.9,9.0,53.0,38.0,
3719sisinta,-30.1163,-69.1359,ARG,,,,,,10.1,7.5,10.0,19.0,71.0,
3719sisinta,-30.1163,-69.1359,ARG,,,,,,1.3,8.3,9.0,10.0,82.0,
3719sisinta,-30.1163,-69.1359,ARG,,,,,,1.9,8.3,9.0,14.0,77.0,
3719sisinta,-30.1163,-69.1359,ARG,,,,,,2.0,8.4,7.0,9.0,84.0,
371sisinta,-33.579374,-60.312348,ARG,,,,,,23.4,6.9,27.0,66.0,8.0,
371sisinta,-33.579374,-60.312348,ARG,,,,,,19.4,6.9,31.0,65.0,5.0,
371sisinta,-33.579374,-60.312348,ARG,,,,,,8.5,7.2,35.0,61.0,5.0,
371sisinta,-33.579374,-60.312348,ARG,,,,,,5.4,7.2,52.0,44.0,4.0,
371sisinta,-33.579374,-60.312348,ARG,,,,,,3.5,7.5,35.0,61.0,5.0,
371sisinta,-33.579374,-60.312348,ARG,,,,,,2.0,7.9,39.0,58.0,4.0,
371sisinta,-33.579374,-60.312348,ARG,,,,,,1.5,7.5,46.0,51.0,3.0,
371sisinta,-33.579374,-60.312348,ARG,,,,,,1.4,8.5,,,,
3720sisinta,-30.6792,-69.4066,ARG,,,,,,1.8,8.6,11.0,8.0,81.0,
3720sisinta,-30.6792,-69.4066,ARG,,,,,,1.6,8.5,13.0,13.0,75.0,
3721sisinta,-31.2156,-68.3878,ARG,,,,,,1.3,8.5,7.0,6.0,87.0,
3721sisinta,-31.2156,-68.3878,ARG,,,,,,1.5,8.4,9.0,3.0,88.0,
3722sisinta,-30.5901,-67.3701,ARG,,,,,,2.7,8.5,7.0,39.0,54.0,
3722sisinta,-30.5901,-67.3701,ARG,,,,,,2.2,8.3,8.0,34.0,57.0,
3722sisinta,-30.5901,-67.3701,ARG,,,,,,2.0,8.3,13.0,46.0,41.0,
3724sisinta,-34.670556,-65.495556,ARG,,,,,,4.9,,,,,
3724sisinta,-34.670556,-65.495556,ARG,,,,,,2.0,,,,,
3725sisinta,-34.698056,-65.513889,ARG,,,,,,3.6,,,,,
3725sisinta,-34.698056,-65.513889,ARG,,,,,,2.9,,,,,
3725sisinta,-34.698056,-65.513889,ARG,,,,,,2.0,,,,,
372sisinta,-33.657274,-60.288329,ARG,,,,,,18.1,6.4,25.0,69.0,6.0,
372sisinta,-33.657274,-60.288329,ARG,,,,,,14.2,6.5,32.0,63.0,5.0,
372sisinta,-33.657274,-60.288329,ARG,,,,,,8.3,6.4,35.0,60.0,6.0,
372sisinta,-33.657274,-60.288329,ARG,,,,,,6.4,6.7,54.0,41.0,5.0,
372sisinta,-33.657274,-60.288329,ARG,,,,,,3.2,7.7,46.0,49.0,5.0,
372sisinta,-33.657274,-60.288329,ARG,,,,,,2.3,7.4,44.0,51.0,5.0,
372sisinta,-33.657274,-60.288329,ARG,,,,,,1.6,8.4,28.0,65.0,7.0,
3735sisinta,-54.01,-67.983333,ARG,,,,,,105.9,,,,,
3735sisinta,-54.01,-67.983333,ARG,,,,,,96.3,,,,,
3735sisinta,-54.01,-67.983333,ARG,,,,,,6.9,,,,,
3735sisinta,-54.01,-67.983333,ARG,,,,,,3.4,,,,,
3736sisinta,-39.033333,-70.116667,ARG,,,,,,7.8,,4.0,12.0,84.0,
3736sisinta,-39.033333,-70.116667,ARG,,,,,,13.0,,7.0,14.0,80.0,
3736sisinta,-39.033333,-70.116667,ARG,,,,,,18.0,,38.0,16.0,46.0,
3737sisinta,-28.974797,-62.14945,ARG,,,,,,28.3,,,,,
3737sisinta,-28.974797,-62.14945,ARG,,,,,,15.8,,,,,
3739sisinta,-30.403771,-61.921658,ARG,,,,,,29.3,,27.0,66.0,7.0,
3739sisinta,-30.403771,-61.921658,ARG,,,,,,17.3,,29.0,66.0,5.0,
3739sisinta,-30.403771,-61.921658,ARG,,,,,,10.2,,23.0,67.0,10.0,
3739sisinta,-30.403771,-61.921658,ARG,,,,,,8.6,,40.0,52.0,9.0,
3739sisinta,-30.403771,-61.921658,ARG,,,,,,4.4,,44.0,52.0,5.0,
3742sisinta,-28.274876,-61.454591,ARG,,,,,,18.1,,23.0,60.0,17.0,
3742sisinta,-28.274876,-61.454591,ARG,,,,,,16.5,,29.0,60.0,12.0,
3742sisinta,-28.274876,-61.454591,ARG,,,,,,9.4,,28.0,62.0,10.0,
3742sisinta,-28.274876,-61.454591,ARG,,,,,,8.2,,36.0,54.0,11.0,
3742sisinta,-28.274876,-61.454591,ARG,,,,,,4.0,,42.0,46.0,12.0,
3742sisinta,-28.274876,-61.454591,ARG,,,,,,2.2,,49.0,43.0,9.0,
3743sisinta,-28.898387,-61.574289,ARG,,,,,,29.2,,,,,
3743sisinta,-28.898387,-61.574289,ARG,,,,,,17.8,,,,,
3743sisinta,-28.898387,-61.574289,ARG,,,,,,7.0,,,,,
3744sisinta,-29.161203,-61.303539,ARG,,,,,,16.9,,17.0,70.0,13.0,
3744sisinta,-29.161203,-61.303539,ARG,,,,,,5.6,,20.0,69.0,11.0,
3744sisinta,-29.161203,-61.303539,ARG,,,,,,4.2,,30.0,60.0,10.0,
3744sisinta,-29.161203,-61.303539,ARG,,,,,,3.5,,39.0,51.0,10.0,
3744sisinta,-29.161203,-61.303539,ARG,,,,,,1.5,,44.0,44.0,11.0,
3746sisinta,-28.633156,-60.051605,ARG,,,,,,27.2,,25.0,63.0,12.0,
3746sisinta,-28.633156,-60.051605,ARG,,,,,,23.4,,26.0,64.0,11.0,
3746sisinta,-28.633156,-60.051605,ARG,,,,,,45.1,,36.0,55.0,9.0,
3746sisinta,-28.633156,-60.051605,ARG,,,,,,6.2,,53.0,43.0,5.0,
3746sisinta,-28.633156,-60.051605,ARG,,,,,,2.2,,41.0,51.0,9.0,
3747sisinta,-29.559739,-60.226439,ARG,,,,,,25.8,,,,,
3747sisinta,-29.559739,-60.226439,ARG,,,,,,21.2,,,,,
3747sisinta,-29.559739,-60.226439,ARG,,,,,,16.3,,,,,
3749sisinta,-39.233333,-71.25,ARG,,,,,,467.8,,,,,
3749sisinta,-39.233333,-71.25,ARG,,,,,,419.8,,,,,
3749sisinta,-39.233333,-71.25,ARG,,,,,,101.2,,8.0,29.0,63.0,
3749sisinta,-39.233333,-71.25,ARG,,,,,,66.6,,6.0,33.0,62.0,
3749sisinta,-39.233333,-71.25,ARG,,,,,,,,3.0,40.0,58.0,
374sisinta,-33.195556,-61.4375,ARG,,,,,,19.0,5.2,26.0,70.0,4.0,
374sisinta,-33.195556,-61.4375,ARG,,,,,,11.8,5.4,29.0,66.0,5.0,
374sisinta,-33.195556,-61.4375,ARG,,,,,,7.0,5.8,31.0,66.0,4.0,
374sisinta,-33.195556,-61.4375,ARG,,,,,,4.6,6.5,45.0,52.0,4.0,
374sisinta,-33.195556,-61.4375,ARG,,,,,,3.5,6.6,21.0,72.0,7.0,
374sisinta,-33.195556,-61.4375,ARG,,,,,,1.8,7.8,15.0,80.0,5.0,
374sisinta,-33.195556,-61.4375,ARG,,,,,,1.4,8.3,15.0,83.0,3.0,
374sisinta,-33.195556,-61.4375,ARG,,,,,,1.6,8.0,18.0,80.0,2.0,
3750sisinta,-26.602226,-54.086312,ARG,,,,,,52.9,,,,,
3750sisinta,-26.602226,-54.086312,ARG,,,,,,30.9,,,,,
3751sisinta,-26.545427,-53.945001,ARG,,,,,,31.4,,,,,
3751sisinta,-26.545427,-53.945001,ARG,,,,,,9.6,,,,,
3752sisinta,-26.326487,-53.757548,ARG,,,,,,24.1,,,,,
3752sisinta,-26.326487,-53.757548,ARG,,,,,,23.1,,,,,
3754sisinta,-26.086251,-54.588062,ARG,,,,,,27.6,,,,,
3754sisinta,-26.086251,-54.588062,ARG,,,,,,34.1,,,,,
3754sisinta,-26.086251,-54.588062,ARG,,,,,,13.4,,,,,
3754sisinta,-26.086251,-54.588062,ARG,,,,,,7.5,,,,,
3754sisinta,-26.086251,-54.588062,ARG,,,,,,5.6,,,,,
3755sisinta,-26.921653,-55.058515,ARG,,,,,,11.2,,,,,
3755sisinta,-26.921653,-55.058515,ARG,,,,,,36.3,,,,,
3755sisinta,-26.921653,-55.058515,ARG,,,,,,10.0,,,,,
3755sisinta,-26.921653,-55.058515,ARG,,,,,,11.4,,,,,
3755sisinta,-26.921653,-55.058515,ARG,,,,,,5.5,,,,,
3756sisinta,-54.583333,-67.266667,ARG,,,,,,328.4,,,,,
3756sisinta,-54.583333,-67.266667,ARG,,,,,,37.4,,16.0,43.0,41.0,
3756sisinta,-54.583333,-67.266667,ARG,,,,,,108.3,,17.0,29.0,54.0,
3756sisinta,-54.583333,-67.266667,ARG,,,,,,11.5,,7.0,14.0,79.0,
3756sisinta,-54.583333,-67.266667,ARG,,,,,,2.0,,2.0,2.0,96.0,
3756sisinta,-54.583333,-67.266667,ARG,,,,,,1.6,,2.0,1.0,97.0,
3757sisinta,-39.233333,-71.233333,ARG,,,,,,124.7,,6.0,43.0,51.0,
3757sisinta,-39.233333,-71.233333,ARG,,,,,,77.5,,10.0,60.0,30.0,
3758sisinta,-26.40348,-54.634422,ARG,,,,,,3.4,,,,,
3758sisinta,-26.40348,-54.634422,ARG,,,,,,2.8,,,,,
3759sisinta,-25.967461,-54.579693,ARG,,,,,,30.0,,,,,
3759sisinta,-25.967461,-54.579693,ARG,,,,,,12.8,,,,,
375sisinta,-27.372611,-65.628917,ARG,,,,,,8.0,5.6,4.0,19.0,77.0,
375sisinta,-27.372611,-65.628917,ARG,,,,,,5.2,6.1,3.0,16.0,80.0,
375sisinta,-27.372611,-65.628917,ARG,,,,,,2.2,6.3,2.0,10.0,89.0,
375sisinta,-27.372611,-65.628917,ARG,,,,,,0.6,6.6,1.0,9.0,90.0,
3760sisinta,-31.5707,-67.6357,ARG,,,,,,0.5,7.9,2.0,1.0,98.0,
3761sisinta,-31.7122,-69.4357,ARG,,,,,,19.9,7.6,23.0,41.0,37.0,
3761sisinta,-31.7122,-69.4357,ARG,,,,,,8.2,7.6,20.0,42.0,38.0,
3761sisinta,-31.7122,-69.4357,ARG,,,,,,6.7,7.7,15.0,34.0,51.0,
3762sisinta,-31.6176,-69.4851,ARG,,,,,,6.9,7.6,17.0,37.0,46.0,
3762sisinta,-31.6176,-69.4851,ARG,,,,,,2.3,7.6,12.0,20.0,68.0,
3762sisinta,-31.6176,-69.4851,ARG,,,,,,0.4,7.5,6.0,4.0,91.0,
3763sisinta,-30.4104,-68.7182,ARG,,,,,,4.9,8.5,24.0,68.0,9.0,
3763sisinta,-30.4104,-68.7182,ARG,,,,,,2.5,7.9,16.0,56.0,27.0,
3763sisinta,-30.4104,-68.7182,ARG,,,,,,2.5,7.7,30.0,49.0,22.0,
3764sisinta,-30.228,-68.3254,ARG,,,,,,1.0,9.1,4.0,12.0,84.0,
3764sisinta,-30.228,-68.3254,ARG,,,,,,0.4,8.7,5.0,6.0,89.0,
3765sisinta,-30.3673,-69.2409,ARG,,,,,,11.2,7.7,17.0,57.0,26.0,
3765sisinta,-30.3673,-69.2409,ARG,,,,,,7.7,8.1,29.0,60.0,11.0,
3765sisinta,-30.3673,-69.2409,ARG,,,,,,7.4,8.3,32.0,60.0,8.0,
3766sisinta,-25.552213,-59.340387,ARG,,,,,,22.8,,14.0,22.0,64.0,
3766sisinta,-25.552213,-59.340387,ARG,,,,,,11.7,,15.0,25.0,60.0,
3766sisinta,-25.552213,-59.340387,ARG,,,,,,6.9,,16.0,25.0,60.0,
3766sisinta,-25.552213,-59.340387,ARG,,,,,,6.4,,32.0,24.0,45.0,
3766sisinta,-25.552213,-59.340387,ARG,,,,,,2.1,,13.0,14.0,73.0,
3766sisinta,-25.552213,-59.340387,ARG,,,,,,1.1,,23.0,48.0,29.0,
3767sisinta,-25.815732,-58.852825,ARG,,,,,,41.8,,,,,
3768sisinta,-25.2139,-64.0372,ARG,,,,,,17.9,,15.0,62.0,23.0,
3768sisinta,-25.2139,-64.0372,ARG,,,,,,6.4,,11.0,64.0,25.0,
3768sisinta,-25.2139,-64.0372,ARG,,,,,,3.4,,9.0,71.0,20.0,
3768sisinta,-25.2139,-64.0372,ARG,,,,,,2.0,,12.0,66.0,23.0,
3769sisinta,-26.099227,-58.247897,ARG,,,,,,29.9,5.4,,,,
3769sisinta,-26.099227,-58.247897,ARG,,,,,,,6.0,,,,
3769sisinta,-26.099227,-58.247897,ARG,,,,,,9.9,6.7,,,,
3769sisinta,-26.099227,-58.247897,ARG,,,,,,,7.5,,,,
3770sisinta,-26.046178,-53.77402,ARG,,,,,,36.2,,,,,
3770sisinta,-26.046178,-53.77402,ARG,,,,,,21.8,,,,,
3771sisinta,-24.206469,-65.231863,ARG,,,,,,7.9,,,,,
3771sisinta,-24.206469,-65.231863,ARG,,,,,,18.1,,,,,
3771sisinta,-24.206469,-65.231863,ARG,,,,,,10.3,,,,,
3772sisinta,-22.172352,-65.61988,ARG,,,,,,4.8,,7.0,8.0,85.0,
3773sisinta,-22.353522,-65.690051,ARG,,,,,,16.3,,,,,
3774sisinta,-39.25,-71.166667,ARG,,,,,,48.6,,6.0,30.0,65.0,
3774sisinta,-39.25,-71.166667,ARG,,,,,,15.5,,5.0,16.0,79.0,
3774sisinta,-39.25,-71.166667,ARG,,,,,,55.7,,5.0,32.0,63.0,
3775sisinta,-22.848452,-65.676406,ARG,,,,,,3.3,,6.0,11.0,83.0,
3775sisinta,-22.848452,-65.676406,ARG,,,,,,2.6,,9.0,6.0,85.0,
3776sisinta,-22.994637,-65.371148,ARG,,,,,,3.2,,,,,
3776sisinta,-22.994637,-65.371148,ARG,,,,,,3.1,,,,,
3777sisinta,-24.020392,-64.794245,ARG,,,,,,17.7,,,,,
3779sisinta,-30.679,-68.2948,ARG,,,,,,6.1,8.2,20.0,62.0,19.0,
3779sisinta,-30.679,-68.2948,ARG,,,,,,6.9,8.5,21.0,60.0,19.0,
3779sisinta,-30.679,-68.2948,ARG,,,,,,1.8,8.5,16.0,66.0,18.0,
3779sisinta,-30.679,-68.2948,ARG,,,,,,0.9,8.6,7.0,27.0,66.0,
3779sisinta,-30.679,-68.2948,ARG,,,,,,0.6,8.5,15.0,76.0,10.0,
377sisinta,-32.833333,-61.104722,ARG,,,,,,19.7,6.0,20.0,76.0,4.0,
