fecha,temperatura_media_C,humedad_relativa_%,velocidad_viento_m_s,velocidad_viento_km_h,precipitacion_mm_mes
2024-10-01,12.26,53.24,3.27,11.76,48.33
2024-11-01,12.86,64.3,3.17,11.43,91.58
2024-12-01,12.94,63.83,3.28,11.79,31.32
2025-01-01,11.41,70.78,2.84,10.22,87.95
2025-02-01,12.73,66.37,2.86,10.28,42.09
2025-03-01,11.66,70.6,2.49,8.96,101.34
2025-04-01,9.32,61.9,2.25,8.11,17.17
2025-05-01,8.19,50.22,2.09,7.52,4.22
2025-06-01,4.17,30.97,2.73,9.83,1.35
2025-07-01,5.67,35.59,2.14,7.69,0.15
2025-08-01,5.41,28.85,3.12,11.23,0.81
2025-09-01,10.53,48.5,2.3,8.27,21.5
2025-10-01,10.43,51.47,2.67,9.61,6.63
