fecha,temperatura_media_C,humedad_relativa_%,velocidad_viento_m_s,velocidad_viento_km_h,precipitacion_mm_mes
2024-08-01,1.84,88.64,3.25,11.7,63.95
2024-09-01,3.99,71.23,5.7,20.51,52.83
2024-10-01,8.6,69.35,5.57,20.06,23.2
2024-11-01,10.29,63.79,4.77,17.18,40.06
2024-12-01,11.83,63.21,4.8,17.29,23.02
2025-01-01,14.09,59.04,5.11,18.38,23.42
2025-02-01,10.81,62.79,6.07,21.87,25.77
2025-03-01,9.94,69.28,5.31,19.12,33.35
2025-04-01,7.14,76.74,3.6,12.95,25.37
2025-05-01,3.49,86.77,4.15,14.95,37.35
2025-06-01,1.83,90.88,4.05,14.59,22.53
2025-07-01,0.82,89.78,3.66,13.19,36.86
2025-08-01,3.31,79.88,3.49,12.56,16.08
2025-09-01,5.17,74.46,5.46,19.66,3.84
