fecha,temperatura_media_C,humedad_relativa_%,velocidad_viento_m_s,precipitacion_mm_dia,velocidad_viento_km_h
2011-11-18,20.53,58.26,0.6,0.0,2.16
2011-11-19,21.19,68.02,0.63,3.07,2.2680000000000002
2011-11-20,17.85,76.83,0.46,35.61,1.6560000000000001
2011-11-21,18.85,59.86,0.71,2.13,2.556
2011-11-22,19.19,46.09,0.64,0.0,2.3040000000000003
2011-11-23,20.42,57.01,0.57,0.0,2.052
2011-11-24,23.12,55.94,0.53,0.0,1.9080000000000001
2011-11-25,24.66,60.26,0.39,2.33,1.4040000000000001
2011-11-26,22.92,62.62,0.45,0.12,1.62
2011-11-27,24.39,67.0,0.51,7.9,1.836
2011-11-28,22.03,78.43,0.46,2.63,1.6560000000000001
2011-11-29,25.54,66.43,0.41,1.42,1.476
2011-11-30,17.34,52.1,0.71,3.24,2.556
2011-12-01,17.38,49.51,0.57,0.0,2.052
2011-12-02,19.62,53.74,0.52,0.0,1.872
2011-12-03,20.54,53.91,0.5,0.0,1.8
2011-12-04,19.6,64.65,0.43,6.88,1.548
2011-12-05,20.79,63.31,0.43,0.26,1.548
2011-12-06,22.49,52.81,0.52,3.8,1.872
2011-12-07,22.1,53.88,0.52,1.96,1.872
2011-12-08,20.51,50.7,0.52,0.03,1.872
2011-12-09,22.23,52.68,0.45,0.0,1.62
2011-12-10,23.29,47.96,0.44,0.0,1.584
2011-12-11,23.88,52.2,0.34,2.48,1.2240000000000002
2011-12-12,17.4,69.17,0.38,10.69,1.368
2011-12-13,20.31,52.08,0.41,1.91,1.476
2011-12-14,18.62,54.26,0.37,0.0,1.332
2011-12-15,20.18,58.03,0.53,0.0,1.9080000000000001
2011-12-16,20.28,59.21,0.41,0.0,1.476
2011-12-17,22.65,49.41,0.47,0.0,1.692
2011-12-18,25.99,40.45,0.29,0.0,1.044
2011-12-19,28.07,36.4,0.28,0.0,1.0080000000000002
2011-12-20,28.68,35.36,0.42,0.03,1.512
2011-12-21,30.13,36.26,0.44,0.19,1.584
2011-12-22,25.12,34.54,0.44,0.09,1.584
2011-12-23,20.8,42.11,0.46,0.02,1.6560000000000001
2011-12-24,16.43,51.33,0.32,0.0,1.1520000000000001
2011-12-25,18.12,45.47,0.31,0.0,1.116
2011-12-26,22.55,48.66,0.32,0.0,1.1520000000000001
2011-12-27,23.11,57.41,0.3,0.0,1.08
2011-12-28,24.37,52.32,0.5,0.03,1.8
2011-12-29,23.13,58.98,0.31,15.51,1.116
2011-12-30,25.4,51.63,0.29,2.11,1.044
2011-12-31,26.38,45.41,0.37,0.0,1.332
2012-01-01,25.81,44.76,0.48,0.0,1.728
2012-01-02,24.91,38.43,0.32,0.0,1.1520000000000001
2012-01-03,25.49,34.31,0.36,0.0,1.296
2012-01-04,24.82,43.97,0.36,0.06,1.296
2012-01-05,24.3,47.35,0.3,0.83,1.08
2012-01-06,25.52,43.08,0.22,1.05,0.792
2012-01-07,25.4,38.13,0.43,0.01,1.548
2012-01-08,25.82,37.96,0.33,0.0,1.1880000000000002
2012-01-09,29.48,35.01,0.38,0.0,1.368
2012-01-10,27.03,58.21,0.34,25.04,1.2240000000000002
2012-01-11,18.11,81.34,0.3,33.92,1.08
2012-01-12,21.08,58.16,0.25,0.0,0.9
2012-01-13,21.47,58.85,0.24,0.0,0.864
2012-01-14,21.31,51.6,0.31,0.0,1.116
2012-01-15,22.61,46.24,0.25,0.0,0.9
2012-01-16,24.14,43.64,0.32,0.0,1.1520000000000001
2012-01-17,23.87,47.06,0.28,0.18,1.0080000000000002
2012-01-18,24.93,49.3,0.32,6.2,1.1520000000000001
2012-01-19,25.89,50.72,0.34,0.17,1.2240000000000002
2012-01-20,24.95,54.25,0.24,2.49,0.864
2012-01-21,22.24,71.61,0.3,3.15,1.08
2012-01-22,22.54,59.49,0.28,0.0,1.0080000000000002
2012-01-23,24.0,65.8,0.3,2.93,1.08
2012-01-24,21.01,63.79,0.34,15.26,1.2240000000000002
2012-01-25,19.31,60.36,0.22,0.0,0.792
2012-01-26,19.74,53.73,0.26,0.0,0.936
2012-01-27,21.88,50.89,0.3,0.0,1.08
2012-01-28,23.34,53.08,0.29,0.0,1.044
2012-01-29,26.54,52.55,0.27,0.0,0.9720000000000001
2012-01-30,27.55,66.56,0.3,25.51,1.08
2012-01-31,23.12,72.15,0.26,1.37,0.936
2012-02-01,23.04,58.32,0.32,0.92,1.1520000000000001
2012-02-02,22.13,62.12,0.16,0.23,0.5760000000000001
2012-02-03,23.78,66.07,0.24,0.0,0.864
2012-02-04,24.84,78.48,0.19,21.16,0.684
2012-02-05,26.19,75.04,0.18,8.34,0.648
2012-02-06,26.19,74.9,0.23,1.06,0.8280000000000001
2012-02-07,27.42,68.61,0.25,4.15,0.9
2012-02-08,20.99,63.85,0.25,9.21,0.9
2012-02-09,19.3,62.98,0.23,0.0,0.8280000000000001
2012-02-10,19.31,56.33,0.3,0.0,1.08
2012-02-11,22.77,50.43,0.19,0.0,0.684
2012-02-12,25.24,47.41,0.21,0.0,0.756
2012-02-13,25.0,54.01,0.22,0.65,0.792
2012-02-14,24.92,48.42,0.25,0.0,0.9
2012-02-15,25.47,49.88,0.37,0.0,1.332
2012-02-16,26.19,65.14,0.25,1.63,0.9
2012-02-17,26.32,68.04,0.25,0.91,0.9
2012-02-18,25.34,72.32,0.28,10.68,1.0080000000000002
2012-02-19,20.5,86.49,0.16,13.13,0.5760000000000001
2012-02-20,21.61,87.88,0.15,14.38,0.54
2012-02-21,19.76,75.8,0.3,2.02,1.08
2012-02-22,20.77,66.58,0.25,1.36,0.9
2012-02-23,19.09,72.85,0.24,2.51,0.864
2012-02-24,20.37,69.52,0.22,1.27,0.792
2012-02-25,23.4,65.27,0.23,0.51,0.8280000000000001
2012-02-26,19.12,66.89,0.17,3.9,0.6120000000000001
2012-02-27,22.43,66.57,0.26,0.19,0.936
2012-02-28,23.2,80.92,0.21,16.44,0.756
2012-02-29,18.8,82.08,0.27,11.1,0.9720000000000001
2012-03-01,16.59,55.72,0.26,0.0,0.936
2012-03-02,18.6,53.32,0.24,0.0,0.864
2012-03-03,22.28,64.21,0.24,0.0,0.864
2012-03-04,24.47,76.26,0.26,0.0,0.936
2012-03-05,25.1,73.42,0.24,6.86,0.864
2012-03-06,22.05,76.29,0.2,0.54,0.7200000000000001
2012-03-07,23.46,81.9,0.22,2.46,0.792
2012-03-08,23.46,80.67,0.29,0.95,1.044
2012-03-09,24.48,74.69,0.27,0.0,0.9720000000000001
2012-03-10,25.13,63.0,0.33,0.0,1.1880000000000002
2012-03-11,25.43,60.7,0.3,0.0,1.08
2012-03-12,26.37,61.62,0.24,4.34,0.864
2012-03-13,16.98,88.38,0.25,14.57,0.9
2012-03-14,18.85,64.07,0.42,0.0,1.512
2012-03-15,18.65,67.85,0.36,0.0,1.296
2012-03-16,19.14,61.2,0.24,0.0,0.864
2012-03-17,19.79,57.67,0.26,0.0,0.936
2012-03-18,21.39,54.68,0.27,0.0,0.9720000000000001
2012-03-19,23.86,62.87,0.23,0.39,0.8280000000000001
2012-03-20,19.99,77.82,0.22,0.98,0.792
2012-03-21,20.02,74.34,0.16,0.14,0.5760000000000001
2012-03-22,18.02,68.28,0.28,0.0,1.0080000000000002
2012-03-23,16.82,71.41,0.26,0.0,0.936
2012-03-24,18.83,67.95,0.21,0.18,0.756
2012-03-25,18.64,73.85,0.17,7.03,0.6120000000000001
2012-03-26,16.98,70.34,0.36,0.21,1.296
2012-03-27,11.64,57.1,0.28,0.01,1.0080000000000002
2012-03-28,16.95,43.39,0.24,0.0,0.864
2012-03-29,19.8,43.65,0.39,0.0,1.4040000000000001
2012-03-30,19.23,52.62,0.46,0.0,1.6560000000000001
2012-03-31,20.01,54.72,0.26,0.0,0.936
2012-04-01,20.83,56.37,0.25,0.15,0.9
2012-04-02,19.4,75.09,0.38,2.51,1.368
2012-04-03,20.74,67.46,0.32,0.04,1.1520000000000001
2012-04-04,22.95,64.36,0.27,0.82,0.9720000000000001
2012-04-05,16.27,50.17,0.23,0.0,0.8280000000000001
2012-04-06,18.4,45.21,0.4,0.0,1.4400000000000002
2012-04-07,21.54,45.09,0.28,0.0,1.0080000000000002
2012-04-08,18.69,61.16,0.38,0.0,1.368
2012-04-09,17.46,74.99,0.26,0.26,0.936
2012-04-10,19.04,76.07,0.3,4.3,1.08
2012-04-11,19.72,73.05,0.34,0.04,1.2240000000000002
2012-04-12,19.51,71.04,0.22,0.06,0.792
2012-04-13,18.58,84.56,0.2,14.32,0.7200000000000001
2012-04-14,16.47,79.95,0.33,2.22,1.1880000000000002
2012-04-15,16.68,65.17,0.46,0.0,1.6560000000000001
2012-04-16,17.9,76.25,0.26,8.91,0.936
2012-04-17,18.66,75.9,0.22,0.15,0.792
2012-04-18,18.48,80.53,0.28,0.02,1.0080000000000002
2012-04-19,18.69,79.07,0.39,0.0,1.4040000000000001
2012-04-20,19.02,58.34,0.35,0.0,1.26
2012-04-21,14.64,71.68,0.33,2.7,1.1880000000000002
2012-04-22,12.39,66.41,0.35,0.02,1.26
2012-04-23,13.41,74.15,0.36,3.48,1.296
2012-04-24,11.45,86.29,0.3,2.52,1.08
2012-04-25,12.08,81.67,0.32,0.39,1.1520000000000001
2012-04-26,10.34,78.13,0.29,0.88,1.044
2012-04-27,6.31,77.11,0.32,3.17,1.1520000000000001
2012-04-28,8.64,78.11,0.35,0.92,1.26
2012-04-29,9.64,65.94,0.42,0.01,1.512
2012-04-30,12.5,51.84,0.35,0.0,1.26
2012-05-01,12.93,56.24,0.45,0.0,1.62
2012-05-02,13.7,61.05,0.41,0.0,1.476
2012-05-03,15.28,65.57,0.35,0.0,1.26
2012-05-04,16.89,77.12,0.3,0.0,1.08
2012-05-05,16.57,81.62,0.41,0.0,1.476
2012-05-06,16.33,82.52,0.41,0.0,1.476
2012-05-07,19.1,79.91,0.28,0.0,1.0080000000000002
2012-05-08,18.4,76.16,0.37,0.0,1.332
2012-05-09,19.29,68.62,0.38,0.02,1.368
2012-05-10,15.19,65.17,0.39,0.1,1.4040000000000001
2012-05-11,14.64,61.34,0.46,0.0,1.6560000000000001
2012-05-12,11.97,65.79,0.37,0.0,1.332
2012-05-13,12.54,64.91,0.34,0.0,1.2240000000000002
2012-05-14,13.3,58.84,0.33,0.0,1.1880000000000002
2012-05-15,12.88,45.37,0.49,0.0,1.764
2012-05-16,16.07,57.72,0.43,0.0,1.548
2012-05-17,16.91,80.46,0.43,0.21,1.548
2012-05-18,11.68,83.57,0.51,8.38,1.836
2012-05-19,12.89,72.22,0.42,0.0,1.512
2012-05-20,12.51,78.89,0.41,0.3,1.476
2012-05-21,12.33,66.87,0.42,0.06,1.512
2012-05-22,13.37,76.43,0.49,0.04,1.764
2012-05-23,12.35,77.16,0.45,0.01,1.62
2012-05-24,11.59,78.89,0.56,0.01,2.0160000000000005
2012-05-25,11.67,84.08,0.43,0.0,1.548
2012-05-26,13.56,83.76,0.44,0.0,1.584
2012-05-27,18.16,68.14,0.48,0.0,1.728
2012-05-28,19.51,68.78,0.44,0.0,1.584
2012-05-29,16.65,58.95,0.49,0.0,1.764
2012-05-30,13.32,60.05,0.38,0.0,1.368
2012-05-31,12.85,58.97,0.53,0.0,1.9080000000000001
2012-06-01,14.42,54.39,0.54,0.0,1.9440000000000002
2012-06-02,15.49,55.99,0.68,0.0,2.4480000000000004
2012-06-03,10.16,56.23,0.45,0.0,1.62
2012-06-04,7.21,55.78,0.5,0.01,1.8
2012-06-05,8.42,51.94,0.49,0.0,1.764
2012-06-06,4.43,49.39,0.65,0.0,2.3400000000000003
2012-06-07,2.76,47.34,0.63,0.0,2.2680000000000002
2012-06-08,4.79,43.59,0.59,0.0,2.124
2012-06-09,6.98,47.59,0.62,0.0,2.232
2012-06-10,10.1,43.86,0.64,0.0,2.3040000000000003
2012-06-11,10.37,48.58,0.76,0.0,2.736
2012-06-12,14.79,60.97,0.53,0.0,1.9080000000000001
2012-06-13,18.43,50.25,0.76,0.0,2.736
2012-06-14,13.17,72.93,0.59,0.0,2.124
2012-06-15,12.29,71.95,0.58,0.0,2.088
2012-06-16,5.84,78.7,0.46,0.0,1.6560000000000001
2012-06-17,6.74,81.79,0.45,0.01,1.62
2012-06-18,8.13,74.74,0.44,0.0,1.584
2012-06-19,10.02,63.15,0.62,0.0,2.232
2012-06-20,11.3,54.24,0.79,0.0,2.8440000000000003
2012-06-21,10.64,48.6,0.79,0.0,2.8440000000000003
2012-06-22,12.02,33.43,0.93,0.0,3.3480000000000003
2012-06-23,13.09,49.32,0.63,0.0,2.2680000000000002
2012-06-24,12.19,55.75,0.87,0.0,3.132
2012-06-25,7.67,62.29,0.49,0.0,1.764
2012-06-26,11.88,73.63,0.76,0.0,2.736
2012-06-27,16.37,74.7,0.64,0.0,2.3040000000000003
2012-06-28,13.72,74.4,0.6,0.0,2.16
2012-06-29,14.6,70.96,0.46,0.0,1.6560000000000001
2012-06-30,14.98,81.69,0.73,0.0,2.628
2012-07-01,18.83,71.39,0.63,0.0,2.2680000000000002
2012-07-02,8.11,61.42,1.04,0.07,3.744
2012-07-03,5.23,63.01,0.51,0.0,1.836
2012-07-04,7.58,62.53,0.71,0.0,2.556
2012-07-05,4.77,57.89,0.7,0.0,2.52
2012-07-06,3.84,59.18,0.48,0.0,1.728
2012-07-07,6.91,46.91,0.79,0.0,2.8440000000000003
2012-07-08,8.02,44.55,0.98,0.0,3.528
2012-07-09,8.58,50.61,0.5,0.0,1.8
2012-07-10,6.33,46.33,0.87,0.0,3.132
2012-07-11,7.81,36.45,0.58,0.0,2.088
2012-07-12,8.49,46.06,0.75,0.0,2.7
2012-07-13,12.05,44.99,0.68,0.0,2.4480000000000004
2012-07-14,6.01,73.7,0.53,0.02,1.9080000000000001
2012-07-15,4.17,59.0,0.58,0.02,2.088
2012-07-16,5.92,66.04,0.55,0.0,1.9800000000000002
2012-07-17,8.52,56.94,0.6,0.0,2.16
2012-07-18,13.23,38.44,0.8,0.0,2.8800000000000003
2012-07-19,14.27,35.34,0.76,0.0,2.736
2012-07-20,15.94,32.59,0.81,0.0,2.9160000000000004
2012-07-21,12.73,40.31,1.0,0.0,3.6
2012-07-22,10.37,51.25,0.69,0.0,2.484
2012-07-23,12.8,52.81,0.77,0.0,2.7720000000000002
2012-07-24,8.65,53.57,0.8,0.0,2.8800000000000003
2012-07-25,8.73,45.87,0.84,0.0,3.024
2012-07-26,8.92,43.69,0.85,0.0,3.06
2012-07-27,9.34,49.16,0.8,0.0,2.8800000000000003
2012-07-28,13.07,41.88,0.79,0.0,2.8440000000000003
2012-07-29,6.78,33.7,1.05,0.0,3.7800000000000002
2012-07-30,3.13,37.2,0.72,0.0,2.592
2012-07-31,5.9,39.23,0.65,0.0,2.3400000000000003
2012-08-01,8.91,54.14,0.77,0.0,2.7720000000000002
2012-08-02,11.99,71.89,0.53,0.0,1.9080000000000001
2012-08-03,9.44,76.95,0.78,0.0,2.8080000000000003
2012-08-04,9.41,76.26,0.64,0.0,2.3040000000000003
2012-08-05,10.44,76.56,0.74,0.0,2.664
2012-08-06,10.45,89.96,0.55,0.52,1.9800000000000002
2012-08-07,11.45,63.83,1.21,0.66,4.356
2012-08-08,10.81,58.02,1.42,0.14,5.112
2012-08-09,16.07,36.71,0.73,0.0,2.628
2012-08-10,16.54,47.54,0.74,0.0,2.664
2012-08-11,17.77,59.01,0.85,0.0,3.06
2012-08-12,10.91,32.88,0.94,0.0,3.384
2012-08-13,10.36,27.41,1.03,0.0,3.708
2012-08-14,15.6,54.33,0.73,0.05,2.628
2012-08-15,14.61,65.11,0.58,0.0,2.088
2012-08-16,17.41,80.13,0.67,7.3,2.4120000000000004
2012-08-17,15.88,79.46,0.86,16.87,3.096
2012-08-18,11.66,59.84,0.93,0.33,3.3480000000000003
2012-08-19,11.74,61.53,0.9,0.04,3.24
2012-08-20,13.68,61.68,0.68,0.0,2.4480000000000004
2012-08-21,14.25,64.69,1.12,0.0,4.032000000000001
2012-08-22,20.93,63.81,1.15,0.03,4.14
2012-08-23,12.44,66.43,1.32,0.03,4.752000000000001
2012-08-24,8.51,57.31,0.91,0.0,3.2760000000000002
2012-08-25,4.73,61.01,0.7,0.0,2.52
2012-08-26,4.22,62.51,0.67,0.0,2.4120000000000004
2012-08-27,4.43,67.43,0.76,0.0,2.736
2012-08-28,5.78,62.42,0.88,0.0,3.168
2012-08-29,11.74,48.84,1.03,0.0,3.708
2012-08-30,14.75,52.23,0.67,0.0,2.4120000000000004
2012-08-31,15.69,61.18,0.48,0.0,1.728
2012-09-01,19.81,58.24,0.62,0.0,2.232
2012-09-02,19.8,61.16,0.72,0.06,2.592
2012-09-03,17.47,78.12,0.94,0.0,3.384
2012-09-04,20.05,67.41,1.01,0.14,3.636
2012-09-05,11.78,84.87,1.11,3.73,3.9960000000000004
2012-09-06,10.61,90.75,0.73,43.26,2.628
2012-09-07,15.55,69.9,0.68,0.14,2.4480000000000004
2012-09-08,14.52,63.35,0.92,0.0,3.3120000000000003
2012-09-09,11.61,75.15,0.71,0.13,2.556
2012-09-10,13.59,70.17,0.6,0.0,2.16
2012-09-11,15.46,67.13,0.82,0.0,2.952
2012-09-12,17.39,65.71,0.63,0.0,2.2680000000000002
2012-09-13,17.24,62.26,1.13,0.0,4.068
2012-09-14,19.97,56.96,0.91,0.0,3.2760000000000002
2012-09-15,23.67,56.2,0.89,0.0,3.204
2012-09-16,20.56,68.49,0.57,0.0,2.052
2012-09-17,15.45,62.4,0.98,0.02,3.528
2012-09-18,10.59,78.09,1.19,22.51,4.284
2012-09-19,11.1,55.63,0.87,0.0,3.132
2012-09-20,12.75,57.25,0.68,0.0,2.4480000000000004
2012-09-21,13.85,53.17,0.63,0.0,2.2680000000000002
2012-09-22,13.36,52.67,0.86,0.0,3.096
2012-09-23,17.41,49.8,1.15,0.0,4.14
2012-09-24,14.06,59.12,1.16,0.0,4.176
2012-09-25,9.24,54.0,0.8,0.0,2.8800000000000003
2012-09-26,7.5,53.78,0.89,0.0,3.204
2012-09-27,8.99,51.12,1.21,0.0,4.356
2012-09-28,13.87,48.22,0.74,0.0,2.664
2012-09-29,16.98,54.42,0.74,0.0,2.664
2012-09-30,19.15,56.07,0.89,1.5,3.204
2012-10-01,15.19,69.19,0.94,0.15,3.384
2012-10-02,13.93,65.05,0.85,0.0,3.06
2012-10-03,14.17,64.62,0.71,0.0,2.556
2012-10-04,16.62,66.02,0.97,0.0,3.492
2012-10-05,19.88,75.53,0.79,29.17,2.8440000000000003
2012-10-06,16.4,81.49,0.78,13.98,2.8080000000000003
2012-10-07,15.97,85.83,0.66,18.06,2.3760000000000003
2012-10-08,16.45,80.16,0.69,4.94,2.484
2012-10-09,12.6,79.15,0.86,13.02,3.096
2012-10-10,11.66,75.79,0.74,0.0,2.664
2012-10-11,11.63,67.67,0.77,0.0,2.7720000000000002
2012-10-12,13.74,72.57,0.84,0.0,3.024
2012-10-13,15.63,72.54,0.86,0.0,3.096
2012-10-14,19.31,71.98,0.82,3.36,2.952
2012-10-15,16.07,63.13,1.4,29.22,5.04
2012-10-16,15.76,56.46,1.35,0.11,4.86
2012-10-17,17.05,52.29,0.66,0.0,2.3760000000000003
2012-10-18,16.86,71.05,0.72,0.0,2.592
2012-10-19,20.39,70.26,0.74,1.91,2.664
2012-10-20,19.06,78.81,0.65,0.83,2.3400000000000003
2012-10-21,19.08,81.89,0.62,9.6,2.232
2012-10-22,16.04,59.28,1.26,3.12,4.5360000000000005
2012-10-23,14.17,56.95,0.82,0.0,2.952
2012-10-24,17.02,58.94,0.51,0.12,1.836
2012-10-25,17.08,69.37,0.76,0.26,2.736
2012-10-26,19.25,69.44,0.64,0.0,2.3040000000000003
2012-10-27,22.91,65.84,0.6,2.07,2.16
2012-10-28,22.38,75.43,0.52,0.24,1.872
2012-10-29,23.47,68.36,0.76,0.27,2.736
2012-10-30,17.62,63.57,0.66,0.0,2.3760000000000003
2012-10-31,20.05,64.86,0.63,0.0,2.2680000000000002
2012-11-01,18.9,75.9,0.48,0.29,1.728
2012-11-02,20.52,67.64,0.48,0.0,1.728
2012-11-03,22.44,59.09,0.52,1.16,1.872
2012-11-04,22.68,66.11,0.46,0.55,1.6560000000000001
2012-11-05,24.1,53.99,0.51,0.01,1.836
2012-11-06,24.64,51.97,0.65,0.37,2.3400000000000003
2012-11-07,25.27,48.73,0.7,0.05,2.52
2012-11-08,26.71,50.32,0.96,0.0,3.456
2012-11-09,20.58,58.79,1.03,0.36,3.708
2012-11-10,15.97,60.75,0.74,1.55,2.664
2012-11-11,16.24,59.7,0.43,0.0,1.548
2012-11-12,16.55,63.14,0.58,0.0,2.088
2012-11-13,16.74,64.47,0.49,0.0,1.764
2012-11-14,18.26,58.52,0.51,0.0,1.836
2012-11-15,19.84,55.56,0.56,0.0,2.0160000000000005
2012-11-16,20.14,55.15,0.59,0.03,2.124
2012-11-17,20.54,65.49,0.49,1.03,1.764
2012-11-18,22.01,63.67,0.4,0.68,1.4400000000000002
2012-11-19,24.55,58.1,0.31,0.0,1.116
2012-11-20,24.23,50.49,0.6,0.0,2.16
2012-11-21,25.35,55.17,0.77,2.22,2.7720000000000002
2012-11-22,20.21,63.26,0.75,19.46,2.7
2012-11-23,19.11,62.89,0.41,0.3,1.476
2012-11-24,17.96,62.83,0.34,3.08,1.2240000000000002
2012-11-25,19.93,51.56,0.58,0.0,2.088
2012-11-26,22.2,54.45,0.38,5.15,1.368
2012-11-27,25.02,50.06,0.4,0.15,1.4400000000000002
2012-11-28,24.49,59.14,0.44,8.3,1.584
2012-11-29,19.39,85.49,0.47,19.21,1.692
2012-11-30,20.04,62.51,0.43,2.49,1.548
2012-12-01,20.5,61.46,0.45,0.01,1.62
2012-12-02,24.67,54.36,0.48,0.0,1.728
2012-12-03,26.06,76.02,0.43,24.52,1.548
2012-12-04,23.07,71.73,0.44,6.66,1.584
2012-12-05,24.55,71.79,0.39,0.0,1.4040000000000001
2012-12-06,26.76,68.41,0.48,5.13,1.728
2012-12-07,19.88,48.82,0.52,0.0,1.872
2012-12-08,21.26,51.33,0.39,0.0,1.4040000000000001
2012-12-09,25.18,53.3,0.45,0.0,1.62
2012-12-10,25.71,54.87,0.42,0.0,1.512
2012-12-11,23.04,43.57,0.42,0.0,1.512
2012-12-12,25.67,42.67,0.45,0.0,1.62
2012-12-13,22.04,42.12,0.36,0.0,1.296
2012-12-14,25.42,45.47,0.4,0.81,1.4400000000000002
2012-12-15,25.24,60.69,0.29,3.41,1.044
2012-12-16,28.19,52.44,0.42,0.49,1.512
2012-12-17,20.7,65.69,0.38,26.77,1.368
2012-12-18,21.41,72.76,0.27,1.97,0.9720000000000001
2012-12-19,25.24,71.12,0.31,17.49,1.116
2012-12-20,19.8,65.07,0.46,3.8,1.6560000000000001
2012-12-21,18.72,58.8,0.42,0.0,1.512
2012-12-22,21.3,65.58,0.5,0.0,1.8
2012-12-23,25.9,67.67,0.41,0.0,1.476
2012-12-24,29.82,55.58,0.42,0.0,1.512
2012-12-25,21.64,45.52,0.51,0.0,1.836
2012-12-26,18.03,48.4,0.33,0.0,1.1880000000000002
2012-12-27,17.48,60.76,0.3,0.0,1.08
2012-12-28,20.97,47.72,0.36,0.0,1.296
2012-12-29,22.8,43.76,0.32,0.0,1.1520000000000001
2012-12-30,26.51,38.35,0.32,0.0,1.1520000000000001
2012-12-31,24.36,53.35,0.36,0.04,1.296
2013-01-01,18.19,45.27,0.39,0.0,1.4040000000000001
2013-01-02,18.15,48.51,0.41,0.0,1.476
2013-01-03,21.08,51.1,0.37,0.0,1.332
2013-01-04,22.95,63.51,0.27,8.46,0.9720000000000001
2013-01-05,21.04,72.25,0.31,23.19,1.116
2013-01-06,23.42,60.6,0.29,1.91,1.044
2013-01-07,24.62,60.23,0.33,0.61,1.1880000000000002
2013-01-08,22.91,71.64,0.31,4.23,1.116
2013-01-09,23.93,62.16,0.2,0.61,0.7200000000000001
2013-01-10,25.12,67.69,0.26,0.0,0.936
2013-01-11,24.44,60.04,0.29,0.0,1.044
2013-01-12,24.37,59.01,0.19,1.53,0.684
2013-01-13,24.69,57.65,0.34,0.34,1.2240000000000002
2013-01-14,23.05,67.04,0.2,6.97,0.7200000000000001
2013-01-15,24.31,59.05,0.29,3.08,1.044
2013-01-16,26.2,53.83,0.23,2.64,0.8280000000000001
2013-01-17,24.23,61.47,0.27,0.01,0.9720000000000001
2013-01-18,22.79,59.47,0.33,0.0,1.1880000000000002
2013-01-19,22.91,60.2,0.29,0.92,1.044
2013-01-20,20.21,66.46,0.24,1.62,0.864
2013-01-21,19.72,67.08,0.3,0.18,1.08
2013-01-22,22.39,55.04,0.41,0.0,1.476
2013-01-23,26.89,47.39,0.23,0.43,0.8280000000000001
2013-01-24,29.2,40.98,0.2,1.26,0.7200000000000001
2013-01-25,21.45,52.48,0.29,0.0,1.044
2013-01-26,22.66,51.23,0.26,0.0,0.936
2013-01-27,25.91,43.97,0.27,0.91,0.9720000000000001
2013-01-28,23.03,51.73,0.23,8.36,0.8280000000000001
2013-01-29,24.17,50.84,0.2,0.07,0.7200000000000001
2013-01-30,25.33,55.74,0.37,26.56,1.332
2013-01-31,23.93,71.33,0.26,1.48,0.936
2013-02-01,27.61,63.59,0.25,19.6,0.9
2013-02-02,23.0,62.69,0.32,8.44,1.1520000000000001
2013-02-03,21.09,65.83,0.25,0.02,0.9
2013-02-04,22.72,59.11,0.23,0.0,0.8280000000000001
2013-02-05,23.15,58.24,0.24,0.0,0.864
2013-02-06,22.47,56.57,0.22,0.62,0.792
2013-02-07,21.65,54.49,0.36,0.0,1.296
2013-02-08,22.61,56.28,0.33,0.0,1.1880000000000002
2013-02-09,23.17,61.35,0.25,0.11,0.9
2013-02-10,22.56,61.84,0.31,1.01,1.116
2013-02-11,23.78,60.57,0.2,0.0,0.7200000000000001
2013-02-12,26.53,49.4,0.29,0.24,1.044
2013-02-13,22.65,67.61,0.2,9.09,0.7200000000000001
2013-02-14,23.03,70.3,0.23,0.29,0.8280000000000001
2013-02-15,24.13,63.62,0.24,2.08,0.864
2013-02-16,25.28,70.3,0.23,16.84,0.8280000000000001
2013-02-17,18.42,76.38,0.32,9.14,1.1520000000000001
2013-02-18,15.76,66.41,0.21,13.39,0.756
2013-02-19,16.05,72.23,0.24,0.1,0.864
2013-02-20,17.73,75.76,0.24,0.36,0.864
2013-02-21,19.19,70.0,0.36,0.0,1.296
2013-02-22,20.02,73.38,0.27,0.0,0.9720000000000001
2013-02-23,22.82,76.78,0.23,2.02,0.8280000000000001
2013-02-24,19.86,72.44,0.29,0.21,1.044
2013-02-25,17.93,57.54,0.24,0.0,0.864
2013-02-26,18.43,57.36,0.35,0.0,1.26
2013-02-27,21.03,56.39,0.28,0.0,1.0080000000000002
2013-02-28,22.41,58.58,0.33,0.0,1.1880000000000002
2013-03-01,24.21,63.17,0.31,2.83,1.116
2013-03-02,20.08,61.47,0.34,7.97,1.2240000000000002
2013-03-03,17.08,61.55,0.23,0.0,0.8280000000000001
2013-03-04,17.24,62.86,0.34,0.0,1.2240000000000002
2013-03-05,20.0,53.88,0.23,0.0,0.8280000000000001
2013-03-06,22.41,51.72,0.28,0.0,1.0080000000000002
2013-03-07,22.43,62.9,0.37,0.0,1.332
2013-03-08,23.06,72.11,0.2,0.01,0.7200000000000001
2013-03-09,25.27,71.45,0.23,7.34,0.8280000000000001
2013-03-10,18.37,78.11,0.24,4.09,0.864
2013-03-11,19.91,71.87,0.22,3.29,0.792
2013-03-12,18.37,76.25,0.25,1.23,0.9
2013-03-13,12.43,83.64,0.2,12.37,0.7200000000000001
2013-03-14,10.18,93.19,0.19,10.94,0.684
2013-03-15,13.28,79.19,0.14,2.3,0.5040000000000001
